Date,Adj Close,Close,High,Low,Open,Volume
2021-11-15,115.68136596679688,117.9000015258789,128.60000610351562,116.94999694824219,128.0,8487972
2021-11-22,113.57182312011719,115.75,121.6500015258789,113.05000305175781,118.4000015258789,11521191
2021-11-29,115.33795166015625,117.55000305175781,119.3499984741211,108.30000305175781,114.0,13241014
2021-12-06,128.4367218017578,130.89999389648438,132.64999389648438,113.80000305175781,118.5,30305611
2021-12-13,116.61348724365234,118.8499984741211,133.0,118.05000305175781,132.0,18317780
2021-12-20,115.43606567382812,117.6500015258789,121.8499984741211,110.25,116.80000305175781,13265516
2021-12-27,122.3533935546875,124.69999694824219,129.0,115.5,117.05000305175781,22707098
2022-01-03,129.0745086669922,131.5500030517578,137.25,123.3499984741211,124.69999694824219,43931141
2022-01-10,134.07850646972656,136.64999389648438,140.5,129.14999389648438,131.9499969482422,33334013
2022-01-17,128.7801513671875,131.25,141.60000610351562,126.5999984741211,137.0,28569910
2022-01-24,121.47034454345703,123.80000305175781,130.60000610351562,116.80000305175781,129.60000610351562,22510527
2022-01-31,135.1087646484375,137.6999969482422,138.5,122.5,125.30000305175781,37277717
2022-02-07,136.23712158203125,138.85000610351562,146.35000610351562,134.14999389648438,137.60000610351562,54553149
2022-02-14,120.83256530761719,123.1500015258789,134.8000030517578,122.30000305175781,133.85000610351562,33108099
2022-02-21,111.41322326660156,113.55000305175781,123.1500015258789,105.0,123.1500015258789,42968779
2022-02-28,118.7230224609375,121.0,126.75,111.8499984741211,113.55000305175781,37439847
2022-03-07,121.3722152709961,123.69999694824219,133.9499969482422,119.0,120.5,45782665
2022-03-14,115.28888702392578,117.5,124.80000305175781,112.1500015258789,123.5,23128440
2022-03-21,113.3755874633789,115.55000305175781,121.0,115.05000305175781,119.4000015258789,22362512
2022-03-28,114.50394439697266,116.69999694824219,117.0,110.8499984741211,115.5,26575422
2022-04-04,120.29291534423828,122.5999984741211,125.8499984741211,116.25,117.8499984741211,29655502
2022-04-11,118.91925811767578,121.19999694824219,125.80000305175781,118.5999984741211,123.3499984741211,12643249
2022-04-18,114.79829406738281,117.0,129.5,116.5999984741211,122.0,35689065
2022-04-25,111.16792297363281,113.30000305175781,116.4000015258789,111.5999984741211,115.0,16451084
2022-05-02,102.63164520263672,104.5999984741211,113.94999694824219,101.9000015258789,111.9000015258789,13263162
2022-05-09,90.41593170166016,92.1500015258789,102.80000305175781,91.30000305175781,102.80000305175781,37770335
2022-05-16,99.88433074951172,101.80000305175781,104.80000305175781,88.69999694824219,91.80000305175781,36148440
2022-05-23,96.10678100585938,97.94999694824219,100.0,91.05000305175781,100.0,22496478
2022-05-30,104.93741607666016,106.94999694824219,108.94999694824219,98.30000305175781,99.0,24667012
2022-06-06,99.88433074951172,101.80000305175781,106.5999984741211,100.1500015258789,106.5,12679527
2022-06-13,91.3480453491211,93.0999984741211,100.0,89.0,100.0,13819416
2022-06-20,83.6457748413086,85.25,92.80000305175781,81.19999694824219,92.5999984741211,41132516
2022-06-27,86.68743133544922,88.3499984741211,90.75,85.6500015258789,88.0,19942282
2022-07-04,88.45355987548828,90.1500015258789,93.0,83.30000305175781,87.5,22334292
2022-07-11,86.00060272216797,87.6500015258789,92.4000015258789,86.5999984741211,89.9000015258789,18559576
2022-07-18,93.94818115234375,95.75,97.0,88.4000015258789,88.8499984741211,20125786
2022-07-25,101.1108169555664,103.05000305175781,103.5,94.5,96.0,22746683
2022-08-01,102.19010925292969,104.1500015258789,106.05000305175781,102.0,103.55000305175781,13518084
2022-08-08,110.72638702392578,112.8499984741211,114.5999984741211,103.55000305175781,104.6500015258789,26342483
2022-08-15,110.82450866699219,112.94999694824219,117.80000305175781,109.6500015258789,112.8499984741211,16017554
2022-08-22,115.68136596679688,117.9000015258789,119.4000015258789,108.9000015258789,112.5,19168293
2022-08-29,113.1793441772461,115.3499984741211,121.69999694824219,112.05000305175781,114.0,16654334
2022-09-05,117.05501556396484,119.30000305175781,121.69999694824219,115.4000015258789,115.94999694824219,16334853
2022-09-12,114.99453735351562,117.19999694824219,123.6500015258789,115.8499984741211,120.3499984741211,17277486
2022-09-19,111.51133728027344,113.6500015258789,118.94999694824219,112.69999694824219,117.5999984741211,13919442
2022-09-26,106.00669860839844,106.94999694824219,111.8499984741211,100.19999694824219,111.4000015258789,18482091
2022-10-03,110.3183364868164,111.30000305175781,111.75,103.6500015258789,107.0999984741211,7465706
2022-10-10,107.24567413330078,108.19999694824219,111.69999694824219,106.55000305175781,109.0,7400589
2022-10-17,103.42963409423828,104.3499984741211,109.0999984741211,103.5999984741211,108.0,9615901
2022-10-24,103.82611083984375,104.75,109.0,103.80000305175781,104.55000305175781,8534751
2022-10-31,106.99788665771484,107.94999694824219,108.19999694824219,102.3499984741211,105.0,13669129
2022-11-07,112.6476058959961,113.6500015258789,115.1500015258789,102.25,109.0999984741211,15713399
2022-11-14,108.6333236694336,109.5999984741211,120.19999694824219,109.25,111.5,24526789
2022-11-21,113.5892333984375,114.5999984741211,115.69999694824219,108.0,110.0,11645639
2022-11-28,117.603515625,118.6500015258789,121.30000305175781,112.80000305175781,114.0,23458521
2022-12-05,115.32379913330078,116.3499984741211,122.5,115.0,119.6500015258789,14109287
2022-12-12,110.12010192871094,111.0999984741211,118.69999694824219,110.4000015258789,115.5,14362998
2022-12-19,99.11800384521484,100.0,113.19999694824219,99.4000015258789,111.55000305175781,11623955
2022-12-26,108.6333236694336,109.5999984741211,112.0999984741211,99.30000305175781,101.9000015258789,17523743
2023-01-02,114.87776947021484,115.9000015258789,119.44999694824219,109.55000305175781,109.5999984741211,29430666
2023-01-09,125.78074645996094,126.9000015258789,127.30000305175781,117.80000305175781,118.0,48613474
2023-01-16,128.90296936035156,130.0500030517578,132.35000610351562,125.3499984741211,128.4499969482422,31498620
2023-01-23,122.36116790771484,123.44999694824219,131.0500030517578,121.94999694824219,131.0,15818148
2023-01-30,106.55184936523438,107.5,124.44999694824219,106.05000305175781,123.0,21520578
2023-02-06,106.15538024902344,107.0999984741211,109.25,103.25,107.0,15456839
2023-02-13,105.1146469116211,106.05000305175781,109.4000015258789,104.8499984741211,107.0,11378793
2023-02-20,99.11800384521484,100.0,106.5999984741211,99.5,106.5,16213790
2023-02-27,102.09153747558594,103.0,103.69999694824219,95.55000305175781,100.0,19228930
2023-03-06,99.81182861328125,100.69999694824219,104.30000305175781,99.25,103.4000015258789,9370705
2023-03-13,99.31623840332031,100.19999694824219,102.19999694824219,93.8499984741211,101.0,14297340
2023-03-20,95.45063781738281,96.30000305175781,100.5,96.0,99.5,10616380
2023-03-27,97.48255157470703,98.3499984741211,100.0999984741211,94.1500015258789,97.0,11575352
2023-04-03,98.12682342529297,99.0,99.80000305175781,96.9000015258789,99.69999694824219,5233044
2023-04-10,99.66315460205078,100.55000305175781,101.8499984741211,98.75,99.6500015258789,8328068
2023-04-17,97.63123321533203,98.5,103.80000305175781,98.19999694824219,100.55000305175781,12756161
2023-04-24,100.50565338134766,101.4000015258789,102.0,97.5999984741211,99.0,10557857
2023-05-01,103.72698974609375,104.6500015258789,108.44999694824219,101.4000015258789,101.4000015258789,20539721
2023-05-08,101.19947814941406,102.0999984741211,108.69999694824219,102.0,105.19999694824219,13718880
2023-05-15,100.70389556884766,101.5999984741211,105.55000305175781,100.5,102.44999694824219,13382080
2023-05-22,105.95714569091797,106.9000015258789,107.0999984741211,101.05000305175781,103.80000305175781,18312134
2023-05-29,112.79629516601562,113.80000305175781,114.75,106.0999984741211,107.0,33924161
2023-06-05,111.75554656982422,112.75,116.1500015258789,112.4000015258789,114.0,15821262
2023-06-12,114.1839370727539,115.19999694824219,116.30000305175781,112.25,113.0,17855196
2023-06-19,113.0440902709961,114.05000305175781,119.25,112.25,115.80000305175781,23971885
2023-06-26,115.02645111083984,116.05000305175781,119.30000305175781,113.0,114.0,23421623
2023-07-03,118.44601440429688,119.5,123.0999984741211,115.75,117.5,34881456
2023-07-10,119.04072570800781,120.0999984741211,121.9000015258789,115.8499984741211,120.69999694824219,28208665
2023-07-17,118.89204406738281,119.94999694824219,123.55000305175781,117.8499984741211,120.69999694824219,26907914
2023-07-24,126.72235870361328,127.8499984741211,129.0,117.94999694824219,120.19999694824219,35889619
2023-07-31,152.6417236328125,154.0,157.39999389648438,130.0500030517578,131.5,151100128
2023-08-07,157.54806518554688,158.9499969482422,160.6999969482422,145.9499969482422,155.5,54289799
2023-08-14,139.5085906982422,140.75,158.9499969482422,138.35000610351562,158.89999389648438,53243949
2023-08-21,143.5724334716797,144.85000610351562,150.89999389648438,135.10000610351562,141.35000610351562,44223673
2023-08-28,165.62619018554688,167.10000610351562,168.14999389648438,146.0,146.0,89533434
2023-09-04,165.4774932861328,166.9499969482422,174.75,161.5500030517578,168.8000030517578,43829602
2023-09-11,159.87733459472656,161.3000030517578,170.8000030517578,150.10000610351562,168.60000610351562,38991283
2023-09-18,151.79922485351562,153.14999389648438,163.6999969482422,151.0,161.3000030517578,26160391
2023-09-25,161.93345642089844,162.39999389648438,163.25,151.5,153.75,42126236
2023-10-02,154.4051513671875,154.85000610351562,162.4499969482422,153.10000610351562,162.39999389648438,21203545
2023-10-09,156.5988311767578,157.0500030517578,158.8000030517578,147.75,151.14999389648438,28564511
2023-10-16,153.55758666992188,154.0,162.39999389648438,152.39999389648438,157.39999389648438,28086676
2023-10-23,140.24594116210938,140.64999389648438,156.5,135.64999389648438,154.5,23896988
2023-10-30,144.83273315429688,145.25,147.35000610351562,140.14999389648438,141.5,14172490
2023-11-06,144.63331604003906,145.0500030517578,149.14999389648438,142.64999389648438,146.1999969482422,13595198
2023-11-13,157.44638061523438,157.89999389648438,164.39999389648438,149.3000030517578,150.4499969482422,50241161
2023-11-20,163.47900390625,163.9499969482422,167.39999389648438,156.5,158.8000030517578,33955785
2023-11-27,175.04568481445312,175.5500030517578,179.4499969482422,163.89999389648438,163.9499969482422,67515705
2023-12-04,185.6650848388672,186.1999969482422,192.0,173.1999969482422,179.75,73883841
2023-12-11,186.86163330078125,187.39999389648438,192.0,177.25,186.35000610351562,37492861
2023-12-18,225.94903564453125,226.60000610351562,232.0,185.3000030517578,187.5,203588961
2023-12-25,272.8638610839844,273.6499938964844,278.79998779296875,226.60000610351562,226.60000610351562,196029846
2024-01-01,282.48614501953125,283.29998779296875,286.70001220703125,263.20001220703125,275.79998779296875,86364389
2024-01-08,261.74591064453125,262.5,289.29998779296875,261.3999938964844,286.70001220703125,49927054
2024-01-15,264.0891418457031,264.8500061035156,275.0,245.0,263.3999938964844,46483580
2024-01-22,281.1400451660156,281.95001220703125,285.5,255.60000610351562,264.8500061035156,50090976
2024-01-29,300.2350158691406,301.1000061035156,306.8500061035156,274.3500061035156,284.6000061035156,65352518
2024-02-05,269.3739013671875,270.1499938964844,306.29998779296875,264.1000061035156,302.25,37928282
2024-02-12,257.5579528808594,258.29998779296875,274.04998779296875,234.0,272.5,55231342
2024-02-19,262.2943115234375,263.04998779296875,266.1499938964844,243.60000610351562,258.6499938964844,36654355
2024-02-26,271.3183288574219,272.1000061035156,274.95001220703125,251.0500030517578,263.6000061035156,57847316
2024-03-04,279.19561767578125,280.0,290.0,271.25,284.5,30601012
2024-03-11,270.37103271484375,271.1499938964844,281.54998779296875,231.0,281.54998779296875,87002250
2024-03-18,268.0776672363281,268.8500061035156,275.25,250.89999389648438,271.20001220703125,44771835
2024-03-25,277.251220703125,278.04998779296875,291.70001220703125,267.25,268.8500061035156,56045444
2024-04-01,321.47381591796875,322.3999938964844,326.3999938964844,280.1499938964844,280.1499938964844,104973671
2024-04-08,361.3589172363281,362.3999938964844,377.0,320.25,326.04998779296875,120633318
2024-04-15,363.0540466308594,364.1000061035156,367.8999938964844,346.5,360.0,52031103
2024-04-22,389.8767395019531,391.0,397.0,371.1000061035156,371.29998779296875,102398017
2024-04-29,386.48651123046875,387.6000061035156,401.6499938964844,374.6000061035156,395.0,43335833
2024-05-06,371.87860107421875,372.95001220703125,392.5,355.0,390.6000061035156,48158481
2024-05-13,387.1346435546875,388.25,389.79998779296875,354.45001220703125,370.45001220703125,50929787
2024-05-20,370.5325012207031,371.6000061035156,415.79998779296875,369.25,383.95001220703125,96036768
2024-05-27,354.8775634765625,355.8999938964844,381.0,351.6000061035156,375.0,62193423
2024-06-03,339.3223876953125,340.29998779296875,377.0,277.8999938964844,374.0,91393102
2024-06-10,335.9321594238281,336.8999938964844,345.29998779296875,328.25,340.0,29735378
2024-06-17,330.1488342285156,331.1000061035156,338.6499938964844,322.75,336.8999938964844,20015085
2024-06-24,317.7844543457031,318.70001220703125,343.79998779296875,313.79998779296875,324.75,39377336
2024-07-01,329.84967041015625,330.79998779296875,331.70001220703125,315.6000061035156,320.0,32944488
2024-07-08,329.30126953125,330.25,348.79998779296875,324.20001220703125,333.5,52959069
2024-07-15,306.9157409667969,307.79998779296875,336.45001220703125,306.70001220703125,331.0,16135881
2024-07-22,314.4939270019531,315.3999938964844,324.70001220703125,301.6000061035156,304.79998779296875,31946494
2024-07-29,309.2590026855469,310.1499938964844,329.70001220703125,308.20001220703125,318.29998779296875,22432707
2024-08-05,302.27911376953125,303.1499938964844,306.5,282.1000061035156,300.0,26742837
2024-08-12,313.048095703125,313.95001220703125,319.5,295.1000061035156,301.0,55249260
2024-08-19,315.3913269042969,316.29998779296875,328.1000061035156,311.0,315.0,33131209
2024-08-26,331.5946350097656,332.54998779296875,336.79998779296875,318.0,318.45001220703125,69320235
2024-09-02,310.9541320800781,311.8500061035156,331.0,306.1000061035156,330.0,18925689
2024-09-09,313.995361328125,314.8999938964844,320.29998779296875,301.04998779296875,306.0,16627447
2024-09-16,328.8525390625,329.79998779296875,331.29998779296875,311.3999938964844,316.1000061035156,34372259
2024-09-23,344.5,344.5,352.29998779296875,328.0,331.8500061035156,60792171
2024-09-30,330.3500061035156,330.3500061035156,353.0,323.29998779296875,349.0,30299012
2024-10-07,315.8500061035156,315.8500061035156,331.3999938964844,304.29998779296875,330.3500061035156,18518611
2024-10-14,323.0,323.0,333.3500061035156,306.8999938964844,318.0,20717859
2024-10-21,271.75,271.75,325.0,269.0,322.04998779296875,28579509
2024-10-28,294.3500061035156,294.3500061035156,297.79998779296875,269.29998779296875,274.70001220703125,25257750
2024-11-04,280.95001220703125,280.95001220703125,302.3500061035156,280.0,294.95001220703125,25541110
2024-11-11,262.70001220703125,262.70001220703125,280.0,259.8999938964844,278.1499938964844,15743327
2024-11-18,263.3999938964844,263.3999938964844,271.04998779296875,259.04998779296875,262.1000061035156,11983685
2024-11-25,276.0,276.0,281.8999938964844,266.5,269.3999938964844,21100425
2024-12-02,287.79998779296875,287.79998779296875,291.79998779296875,272.25,274.0,18369796
2024-12-09,291.95001220703125,291.95001220703125,295.3999938964844,279.25,288.5,17604661
2024-12-16,271.5,271.5,291.95001220703125,261.0,290.0,14535172
2024-12-23,256.5,256.5,285.5,255.0500030517578,271.6499938964844,31435040
2024-12-30,250.22999572753906,250.22999572753906,257.20001220703125,243.8000030517578,257.0,18394321
2025-01-06,233.30999755859375,233.30999755859375,249.7899932861328,230.0,249.22999572753906,17747585
2025-01-13,247.69000244140625,247.69000244140625,252.1999969482422,216.75999450683594,231.0,33192148
2025-01-20,242.0500030517578,242.0500030517578,255.39999389648438,235.94000244140625,246.30999755859375,24830322
